track_id,album_id,artist_id,explicit,track_name,track_popularity
0YvSn4yNSv3JUEiPSIVLs7,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,Mafia Music III,25
5PbtdKfW0yNkDUOUchNe66,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,War Ready,30
7Iu8YSQ5Yosb0q4yQTLDYB,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,What A Shame,23
7mxdmQpLi9Pkmtn56Uklw1,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,Supreme,24
0akMVf58uhw50x3OXGxwLI,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,Blk & Wht,24
20k9nidFq00GRHhMdPS3Lp,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,Dope Bitch Skit,17
6fUjGXOEVP5dRaMFUO1cqG,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,In Vein,34
7mngLA9NZEB7mZqfbOvEPS,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,Sanctified,32
3JMxDF4JRRrriIkTbbjG5j,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,Walkin' On Air,24
6srAK4n42Ulv8rlR632ZN6,1iTpsn4fbLlsdKDKFuUfsH,1sBkRIssrMs1AbVkOJbc7a,True,Thug Cry,32
1J3i78ocqxXn8PDUlf85Vb,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Intro,2
4Cnc3trziDrp6BNcvxhhEP,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Rich Is Gangsta,6
6R40vau5Zxa72JlWukZ6CD,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Drug Dealers Dream,5
5aD9ShxhXMue0WTEPDVHbF,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Shots Fired,3
2pTYu1MNP52XPEdajua4zi,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Nobody,5
4HIIfMBb9NRAbfWLDJ0lLo,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,The Devil Is A Lie,20
2uaJbCMrHnzEi1NofTr9ve,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Mafia Music III,5
5QjqyeJ9abES9pAv08Zt6o,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,War Ready,7
5E82LvMDjJz7IggCCrIDkr,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,What A Shame,4
1gJLIv084VPB3HPzzFZxKY,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Supreme,4
3LsYrdrNmxnQ5QxS27L0tn,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Blk & Wht,5
1BzFSlgqx7lVvgFpUD2RqE,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Dope B*tch Skit,4
7yQZcXxOFa5bWOGgy5W2zw,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,In Vein,29
4ELDeIvqobr7bqtHqfdUxb,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Sanctified,11
6aZ8WXZ6ScWP7REE1jmDHG,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Walkin' On Air,4
1VH0qxFU563pvDW5gdzSnp,4XxnttxKV0zFWKylg5LZ6h,1sBkRIssrMs1AbVkOJbc7a,False,Thug Cry,22
3aD6vhSzwS2twh2cBg2AyT,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Pray For Us,27
14DO8fyzwe1XfoKahad6Yc,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Pirates,43
4K1XbNoR2iq1KucQzkPnKe,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,3 Kings,48
4Ffwk5Tf8gUTlUeIfFQLhI,1YSb516nyR6ALY2ji1eCAV,1sBkRIssrMs1AbVkOJbc7a,True,Ashamed,32
