artist_id,album_id,track_id,track_acousticness,track_danceability,track_duration_ms,track_energy,track_instrumentalness,track_key,track_liveness,track_loudness,track_mode,track_speechiness,track_tempo,track_time_signature,track_valence
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,045JWx32CaSDOpUACXaxWE,0.0133,0.599,286213,0.81,0,10,0.35,-4.062,0,0.126,157.856,4,0.441
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,12NFbnTFq0EvxPsstNBSrE,0.0193,0.44,260413,0.764,0,0,0.204,-4.426,0,0.374,80.049,1,0.127
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,3ZZkSBbBOXi1NFzPbY7Lxb,0.000676,0.762,245240,0.666,0,1,0.15,-6.203,1,0.401,157.104,4,0.362
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,14geRrYSRz73sBbtPD4iPQ,0.0394,0.517,226480,0.541,0,0,0.678,-6.844,1,0.235,139.076,4,0.123
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,1EW1ApmkymvxOyJSpkqrZV,0.0525,0.412,199307,0.928,0,11,0.0964,-5.5,0,0.397,159.475,4,0.607
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,1ZnLtcV93kvm5Mz7wXVQ3z,0.000729,0.56,242853,0.767,4.22e-06,1,0.342,-4.328,1,0.125,83.907,4,0.169
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,3va2EAQNqHBDkJiuWEU3XW,0.53,0.53,241453,0.655,0,1,0.117,-7.384,0,0.143,87.498,4,0.131
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,5FwKBU61DSOW89d23NUzI0,0.158,0.428,249253,0.916,0,8,0.321,-2.998,0,0.42,88.13,4,0.482
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,0tCzx4i4gFMCVM7ikdBAgw,0.107,0.742,280933,0.605,0,10,0.101,-7.209,0,0.339,80.556,4,0.459
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,5DmnClezRpxmk4tnDGNDcd,0.0422,0.538,325760,0.875,0,11,0.137,-4.595,0,0.329,142.432,4,0.678
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,29OIRNDUGLfk8sQ5PZBXGZ,0.0331,0.331,296667,0.716,0,7,0.4,-4.912,1,0.196,81.852,4,0.306
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,3s9f1LQ6607eDj9UYCzmgk,0.0744,0.536,224840,0.622,0,1,0.197,-7.98,1,0.262,70.474,3,0.227
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,4Lu8iU89DdL7VqvH5fmjpc,0.0943,0.459,319107,0.661,0,1,0.503,-5.453,1,0.277,84.257,4,0.231
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,3mJBWnmzYyQkoe0tqgTw8g,0.219,0.487,242173,0.72,0,3,0.0953,-6.288,0,0.118,86.008,4,0.224
1sBkRIssrMs1AbVkOJbc7a,1mgw5rbUS94uif2ce9QCf0,1rX5L6pyl3rVWb55D8Cprr,0.00991,0.502,349600,0.633,0,1,0.389,-5.8,1,0.419,83.226,4,0.552
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,4M2idH8CQzXQAYlV0NACCt,0.214,0.523,291280,0.783,0,6,0.612,-3.755,0,0.185,117.264,5,0.313
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,4QwyZncLTHlA1y409ogbON,0.00895,0.434,332600,0.785,0,4,0.132,-4.169,0,0.128,106.926,5,0.38
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,5cQffjWJzgnmEtTzKW6dnh,0.0123,0.481,341680,0.716,0,10,0.141,-5.996,0,0.622,78.829,4,0.404
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,1KZ0Xo6Mmeprp1Sw5xCHYz,0.00612,0.729,275720,0.838,0,8,0.0721,-4.476,0,0.313,136.869,4,0.349
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,3LRoXCTQ7VvvVtzpceHt4y,0.00589,0.662,267720,0.808,0,9,0.613,-3.06,1,0.122,76.493,4,0.472
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,2n9VBYsb4nusaBK5anGpxs,0.00184,0.541,225427,0.609,0,1,0.179,-3.715,1,0.127,158.314,4,0.29
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,5V1QsNSEDF7YmNBhSKhE75,0.0084,0.629,242373,0.7,0,2,0.118,-6.212,1,0.264,85.814,4,0.153
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,5iOxRssZS9ETujFtdvpvHY,0.0273,0.501,269720,0.775,0,7,0.211,-6.248,0,0.436,85.929,4,0.607
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,3VMXthb167x6pQOQe42m6f,0.00755,0.54,224707,0.82,0,5,0.642,-3.824,1,0.138,78.063,4,0.521
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,7jn2nokiUvPr350Sds0xjo,0.188,0.451,155920,0.836,0,1,0.883,-1.995,1,0.0649,81.988,4,0.437
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,1OjMQB05gp1xiG0BPr5KPH,0.492,0.472,263107,0.784,0,6,0.267,-4.17,0,0.247,113.258,5,0.165
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,6q6fkBHKFIet2zC91tDmAN,0.238,0.717,372293,0.64,0,10,0.359,-3.479,0,0.307,78.543,4,0.357
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,3PdgjM8hJOelAOLZPbQCn5,0.0284,0.429,322640,0.793,0,2,0.712,-6.507,0,0.479,160.161,4,0.241
1sBkRIssrMs1AbVkOJbc7a,08XXyTmAv1vNghZS4p0ng2,6ZUa6qKneJEAOYsHFgOPrc,0.000591,0.498,193520,0.887,0,1,0.159,-2.887,1,0.249,77.589,4,0.345
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,3PK57CqgX2LEokeHBZX1s6,0.0803,0.474,259133,0.626,0,7,0.248,-6.195,1,0.0556,85.366,4,0.112
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,3Yd1FoTUgQRzemjvf3pHTg,0.0153,0.584,241387,0.719,0,5,0.101,-5.132,1,0.104,79.501,4,0.337
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,5GtaurJ5PknAV5NqCVb36p,0.023,0.499,193733,0.756,0,10,0.516,-5.478,0,0.185,83.452,4,0.176
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,6gqBL9FRnm0wQtjZJSvJux,0.134,0.457,261573,0.861,0.000858,2,0.0894,-5.179,1,0.516,78.662,4,0.445
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,4JHPCiyQtwLSjbCoJcHjwE,0.00425,0.736,186520,0.692,0,1,0.309,-5.568,1,0.0372,119.921,5,0.31
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,4ZEUrAodrkSBVzFc1VQ86m,0.0086,0.584,284507,0.848,0,2,0.458,-4.017,1,0.449,111.927,5,0.633
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,2bbQpyQanCUNXX1vUxCWNi,0.187,0.391,280293,0.85,0,7,0.12,-3.969,1,0.484,176.599,4,0.282
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,4uCzGKfkflkmyJvhkxEsCm,0.00134,0.569,267240,0.882,0,11,0.0366,-4.567,0,0.244,145.099,4,0.378
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,2RQVUkKcW6rOhGIoiH4P1S,0.124,0.589,235280,0.872,0,7,0.338,-5.227,1,0.405,149.96,4,0.545
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,2lzqa3Pp9b7ul5v2iXe9XD,0.0957,0.465,210600,0.584,0,5,0.163,-7.018,0,0.158,80.774,4,0.257
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,4T1WYLx5THs9vvXrberma2,0.716,0.396,290813,0.392,0,1,0.0948,-10.949,0,0.206,85.032,4,0.0452
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,0yamdud6GJ8RJGxtqbX0xo,0.0014,0.521,296840,0.775,0,1,0.0796,-5.483,0,0.174,76.137,4,0.511
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,6adehXz8vMUmXWJhEIdE6e,0.139,0.616,330507,0.641,0,8,0.0958,-7.275,0,0.0938,82.73,4,0.68
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,0sFs1BgewdVt2DYI8ptW1x,0.0103,0.822,284040,0.598,7.52e-06,2,0.0799,-7.745,0,0.311,133.891,4,0.826
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,0KruPWd88IZpzJVv6N7bKT,0.0437,0.42,254880,0.731,0,6,0.134,-5.21,1,0.383,178.713,4,0.278
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,77fWL7hrNkrDyZHu7LyiNF,0.099,0.67,457347,0.713,0,6,0.0813,-3.785,0,0.16,87.497,4,0.366
1sBkRIssrMs1AbVkOJbc7a,5OQ46UiKltoHtHrGFXB1HI,6MITnWyneHLgBRfre158zo,0.000189,0.662,253227,0.785,0,2,0.37,-5.043,1,0.171,145.982,4,0.243
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,2DfXiXBRqWfSYaN8Q6b3fM,0.0785,0.477,259133,0.635,0,4,0.244,-6.194,0,0.0511,85.244,4,0.112
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,0OzTYSu9l4BA0qlbz2sapU,0.0132,0.544,241387,0.726,0,5,0.102,-5.166,1,0.106,79.372,4,0.324
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,5w7tV3Nj4KlUNY1PAWJcKw,0.0245,0.435,193733,0.751,0,8,0.553,-5.466,1,0.222,84.79,4,0.195
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,36OK9V0r5WlJExTQtzT68i,0.123,0.348,261573,0.858,0.000685,2,0.0916,-5.396,0,0.535,158.103,4,0.456
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,0S1B9dauZHu1QYy7YlpbqA,0.00295,0.738,186520,0.685,0,1,0.306,-5.801,1,0.0373,119.932,5,0.317
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,0H8v07iynWl967MmPci9YB,0.00879,0.504,284507,0.85,0,2,0.406,-4.222,1,0.434,167.693,4,0.668
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,0w0GrhIswQHzjbitHqUTYJ,0.174,0.39,280293,0.853,0,7,0.107,-4.495,1,0.466,176.511,4,0.321
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,7dZlGaMWGfo1c8bpEXjXyC,0.00131,0.563,267240,0.896,0,11,0.0374,-4.685,0,0.254,145.103,4,0.351
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,6RuPiRKVk484T3rBkhq8b6,0.139,0.582,235280,0.861,0,7,0.338,-5.228,1,0.404,149.989,4,0.529
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,7xY0PmdnNFCZm75FfKqAVX,0.0959,0.567,210600,0.594,0,1,0.159,-7.057,1,0.163,81.473,4,0.221
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,6oeak3iHg8pYvMtXtoXXmc,0.741,0.369,290813,0.39,0,1,0.0942,-10.961,0,0.226,75.463,1,0.0573
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,6iqQr3mNbH0ZWzhehVH0ti,0.00131,0.524,296840,0.77,0,2,0.0774,-5.517,1,0.128,75.941,4,0.482
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,1ZWK01d64kMojQy6b1atLM,0.135,0.625,330507,0.645,0,8,0.0999,-7.299,0,0.0771,82.847,4,0.675
1sBkRIssrMs1AbVkOJbc7a,7nOg3OdkfbwKqLX0FQxkir,2nIGf8RGZQ4TfjkYkxBtNf,0.0126,0.821,284040,0.577,2.04e-05,2,0.0801,-7.77,0,0.31,133.903,4,0.824
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,1St8MmI015nZJFISzX8ZvN,0.205,0.682,127520,0.47,0,1,0.0981,-15.717,1,0.876,92.654,3,0.557
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,2Vc9sEG0AbbaBychRrv7oz,0.0503,0.423,237400,0.739,0,1,0.482,-6.059,1,0.168,95.188,5,0.309
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,7HcqaBddi7d6rYRRCdFP9s,0.00532,0.862,288347,0.719,0,8,0.444,-6.661,0,0.168,129.991,4,0.384
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,28cSVAZL1eO3hTJinvBwfk,0.000486,0.717,246427,0.642,0,1,0.684,-7.035,1,0.27,135.078,4,0.347
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,7sB5GzSO3fAwbAXQXnTD3m,0.002,0.837,233933,0.579,0,9,0.434,-5.961,1,0.242,136.084,4,0.205
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,6HIolM56rxe4gpTAGWxXWm,0.297,0.512,278413,0.523,0,2,0.676,-8.041,1,0.433,146.553,4,0.349
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,7t5AKVjoj1upjOhJkfyyc6,0.089,0.535,250360,0.852,0,1,0.324,-5.728,0,0.429,86.366,4,0.351
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,5nltKrbdEOtPwyY6DUW560,0.00678,0.826,362133,0.743,0,2,0.721,-3.753,1,0.324,125.917,4,0.503
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,4L1PcTfqtsDDocHjQEklwv,0.000116,0.665,263000,0.681,0,1,0.318,-6.541,0,0.309,170.119,4,0.377
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,6DLNcEcYP5vTvKDlzRobSC,0.00889,0.418,274680,0.814,0,8,0.638,-4.425,1,0.146,123.463,5,0.58
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,1rbhZEID2UYfUxECEMefyM,0.323,0.806,193933,0.598,0,6,0.36,-5.812,0,0.324,123.075,4,0.797
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,6sDEDC7gyPMYDpYDgXJnbz,0.0156,0.708,253733,0.766,0,8,0.173,-5.006,1,0.149,132.026,4,0.56
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,1YsdQPXQtSc0Y886b8McEY,0.00545,0.58,287080,0.656,0,10,0.154,-7.792,1,0.339,160.106,4,0.52
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,1d1rXSKZi6FRr04yBJhiEa,0.0113,0.741,315040,0.574,0,1,0.695,-6.865,1,0.368,147.027,4,0.601
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,5G9YQJDBPNLWNfWVWB3QeI,0.126,0.583,222560,0.557,0,1,0.283,-8.175,1,0.277,140.684,4,0.136
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,2ytMRZLk2EBCuu5lzmVtNB,0.444,0.598,356107,0.786,0,8,0.0644,-5.75,0,0.547,76.561,4,0.42
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,0WN7qBzxK5XyIr95ZNrHnK,0.0912,0.748,218027,0.933,2.07e-06,4,0.667,-4.665,1,0.196,128.023,4,0.662
1sBkRIssrMs1AbVkOJbc7a,5fwdtSABKLaSOMT3UhpWa7,01GNrY83NvwzBgCJQAq0uA,0.0464,0.398,291707,0.587,0,11,0.311,-7.731,0,0.126,162.231,4,0.363
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,28Jr1uWijDa0MrUHCVnGvz,0.963,0.608,61720,0.496,0.0107,5,0.869,-16.945,1,0.756,109.5,5,0.629
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,5YATeCWnXyxO5s7Nw667aw,0.00387,0.476,196653,0.755,0,1,0.851,-4.663,0,0.378,162.75,4,0.285
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,27TcH0BXYL5zsF3WUgieJq,0.0152,0.553,242680,0.711,0,10,0.0558,-5.791,0,0.269,139.923,4,0.33
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,639CeDmydlHNERLaijsZB2,0.951,0.62,53893,0.442,0,9,0.85,-17.146,1,0.883,123.137,4,0.97
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,5PU9EPOh36Cw0f5VGcAacw,0.174,0.458,281053,0.819,0,0,0.407,-5.957,0,0.263,83.326,4,0.712
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,1FfxSgLHUkNCCLdZ7wrCTY,0.00169,0.68,310667,0.83,0,5,0.382,-3.922,0,0.0897,102.91,4,0.638
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,2MJVQndYZSU9g3JYb7628r,0.16,0.469,307000,0.888,0,7,0.621,-5.753,1,0.503,75.187,4,0.737
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,08ncUNQWKOWolhxPbgrlMm,0.202,0.767,423760,0.672,0,8,0.367,-5.092,1,0.192,111.079,4,0.208
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,0udHm6iuVrRsYPOYK07Y6S,0.00454,0.606,134533,0.874,0,5,0.0386,-6.591,0,0.247,85.2,4,0.495
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,3BCY3N5MfRXjTpcIyHuKLZ,0.0528,0.738,217947,0.654,0,11,0.0991,-6.235,0,0.306,86.026,4,0.533
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,7sR1tVShZYHojzbhZxlMcb,0.00594,0.742,239613,0.759,0,8,0.119,-5.61,0,0.0548,149.997,4,0.65
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,5XlpERwWF8SuVUL9AghEIh,0.302,0.694,173307,0.204,0,0,0.722,-17.999,1,0.897,71.943,5,0.584
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,3JVYnKW43PB7aO1X9kSDxH,0.281,0.706,261853,0.497,0,3,0.252,-7.216,0,0.0369,96.988,4,0.635
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,39RWgrQOBCLQH88wy0TBm9,0.0754,0.739,289627,0.52,0,9,0.382,-6.301,1,0.0679,126.041,4,0.247
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,50yg2L61dxW0BDF5Akl1Cz,0.0132,0.558,268507,0.706,0,11,0.577,-5.349,0,0.124,74.872,4,0.296
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,6sQiCf6PqeB5o4RBrSAZBn,0.3,0.501,265147,0.54,0,10,0.164,-10.299,0,0.395,177.591,4,0.419
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,1g2Jb7I69OzIvFMUXQ2R2X,0.0432,0.355,296027,0.704,0,10,0.118,-5.964,0,0.322,68.615,4,0.51
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,0VhEo3pLu1e5o3S42LREeE,0.371,0.383,298827,0.774,0,0,0.323,-7.413,1,0.704,180.022,4,0.567
1sBkRIssrMs1AbVkOJbc7a,6a4HHZe13SySfC50BGy8Hm,5PjbVRRS1YxSJRb3ThSNnE,0.00548,0.869,279133,0.468,0.00301,10,0.129,-4.93,0,0.1,128.044,4,0.372
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,0yNMqx3sYrXtJPyTtBjgim,0.964,0.629,61707,0.477,0.0169,5,0.853,-16.888,1,0.775,110.37,5,0.584
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,0kCGYMBmIQkOaEiddfyBwt,0.00292,0.479,196667,0.774,0,1,0.766,-4.548,0,0.373,163.241,4,0.293
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,1T2DVZBpHvIRdE2WxNno72,0.0183,0.534,242680,0.727,0,10,0.0595,-5.749,0,0.255,140.064,4,0.329
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,6XHHkgSkV9E09s67p2Lxuu,0.94,0.608,53907,0.444,0,6,0.869,-17.14,1,0.771,85.894,3,0.965
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,0yn9buTUuU21Wh5GRTgxlM,0.137,0.458,281040,0.8,0,0,0.411,-6.123,0,0.254,81.996,4,0.709
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,5K1UMUaD9wXHdnfwwOLEai,0.0017,0.678,310667,0.817,0,5,0.365,-3.908,0,0.0785,102.852,4,0.621
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,1VJRWtaa5PvbsnqDp78PgU,0.15,0.523,307000,0.895,0,10,0.607,-5.871,1,0.512,73.558,4,0.713
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,0YgDAiDKmFTrsLOLcrsHYW,0.203,0.778,423760,0.673,0,8,0.359,-5.277,1,0.174,111.066,4,0.177
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,4gF3nGxoOnxOLkv37EFK4V,0.00463,0.486,134533,0.877,1.26e-06,5,0.0383,-6.679,0,0.263,170.12,4,0.493
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,7k1gbaWmetNCXL1Bu1Taxy,0.0488,0.582,217947,0.661,0,4,0.205,-6.331,1,0.397,120.268,5,0.524
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,3FBhBK5l1mzah7j0pS79St,0.00587,0.738,239613,0.75,0,8,0.128,-5.692,0,0.0486,149.964,4,0.659
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,5DzLwJbRIqGY6FIU6uXUwx,0.278,0.67,173307,0.182,0,11,0.722,-18.221,0,0.852,71.758,3,0.568
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,5mbBlyl1vxSgd9C7gEwhIT,0.285,0.715,261853,0.492,0,10,0.231,-7.172,0,0.0356,97.006,4,0.593
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,0W0NF2sjwyzdqDkMtB7vXD,0.071,0.737,289627,0.528,0,9,0.377,-6.36,1,0.0699,126.047,4,0.239
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,0XDFZ5ZPyh4OSiNxGR09ua,0.0165,0.516,268507,0.697,0,11,0.545,-5.42,0,0.159,150.052,4,0.234
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,1dN4oUBE9wUvJtGskMqyVU,0.266,0.513,265147,0.544,0,10,0.169,-10.298,0,0.404,177.652,4,0.386
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,2pg65UGO8Ox3suGajIO6nL,0.0337,0.509,296027,0.707,0,10,0.109,-5.947,0,0.263,76.914,4,0.507
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,0NYSXhrAA6dz5dyOEws5Nb,0.408,0.556,298827,0.756,0,0,0.322,-7.592,1,0.422,90.017,4,0.597
1sBkRIssrMs1AbVkOJbc7a,75ROmPqjav9gpY7BcmR37Y,6K5gVvzKmqYMSSSEyrJmB5,0.00503,0.628,279133,0.463,0.00975,10,0.139,-5.008,0,0.191,128.086,4,0.389
1sBkRIssrMs1AbVkOJbc7a,1iTpsn4fbLlsdKDKFuUfsH,2xAbLxlhdOWnEzKUwdlXJp,0.963,0.608,61720,0.496,0.0107,5,0.869,-16.945,1,0.756,109.5,5,0.629
1sBkRIssrMs1AbVkOJbc7a,1iTpsn4fbLlsdKDKFuUfsH,497tEDw0QxcqHkAuTimYXt,0.00387,0.476,196653,0.755,0,1,0.851,-4.663,0,0.378,162.75,4,0.285
1sBkRIssrMs1AbVkOJbc7a,1iTpsn4fbLlsdKDKFuUfsH,0MrVBtwz9jvB8nm6PAE09A,0.0152,0.553,242680,0.711,0,10,0.0558,-5.791,0,0.269,139.923,4,0.33
1sBkRIssrMs1AbVkOJbc7a,1iTpsn4fbLlsdKDKFuUfsH,5cjvx5wTNakWdg9qE4rs4P,0.951,0.62,53893,0.442,0,9,0.85,-17.146,1,0.883,123.137,4,0.97
1sBkRIssrMs1AbVkOJbc7a,1iTpsn4fbLlsdKDKFuUfsH,3xUI5nT22JMppD4Mq0BA58,0.174,0.458,281053,0.819,0,0,0.407,-5.957,0,0.263,83.326,4,0.712
1sBkRIssrMs1AbVkOJbc7a,1iTpsn4fbLlsdKDKFuUfsH,1dMRwAGThjgwoJetd21QLs,0.00169,0.68,310667,0.83,0,5,0.382,-3.922,0,0.0897,102.91,4,0.638
1sBkRIssrMs1AbVkOJbc7a,1iTpsn4fbLlsdKDKFuUfsH,0YvSn4yNSv3JUEiPSIVLs7,0.16,0.469,307000,0.888,0,7,0.621,-5.753,1,0.503,75.187,4,0.737
1sBkRIssrMs1AbVkOJbc7a,1iTpsn4fbLlsdKDKFuUfsH,5PbtdKfW0yNkDUOUchNe66,0.202,0.767,423760,0.672,0,8,0.367,-5.092,1,0.192,111.079,4,0.208
1sBkRIssrMs1AbVkOJbc7a,1iTpsn4fbLlsdKDKFuUfsH,7Iu8YSQ5Yosb0q4yQTLDYB,0.00454,0.606,134533,0.874,0,5,0.0386,-6.591,0,0.247,85.2,4,0.495
